"","col2","res2","end2"
"207","chr7",102120000,103840000
"208","chr7",103840000,104560000
"209","chr7",104560000,105240000
"210","chr7",105240000,105800000
"211","chr7",105800000,106800000
"212","chr7",106800000,108200000
"213","chr7",108200000,111360000
"214","chr7",111360000,112160000
"215","chr7",112160000,113600000
"216","chr7",113600000,115760000
"217","chr7",115760000,116840000
"218","chr7",116840000,117880000
"219","chr7",117880000,120400000
"220","chr7",120400000,121640000
"221","chr7",121640000,123200000
"222","chr7",123200000,124680000
"223","chr7",124680000,126440000
"224","chr7",126440000,127200000
"225","chr7",127200000,1.28e+08
"226","chr7",1.28e+08,128440000
"227","chr7",128440000,128800000
"228","chr7",128800000,129360000
"229","chr7",129360000,129480000
"230","chr7",129480000,130560000
"231","chr7",130560000,131400000
"232","chr7",131400000,131600000
"233","chr7",131600000,131960000
"234","chr7",131960000,132280000
"235","chr7",132280000,133040000
"236","chr7",133040000,134080000
"237","chr7",134080000,134640000
"238","chr7",134640000,135320000
"239","chr7",135320000,135880000
"240","chr7",135880000,137200000
"241","chr7",137200000,137680000
"242","chr7",137680000,138520000
"243","chr7",138520000,139160000
"244","chr7",139160000,139720000
"245","chr7",139720000,140400000
"246","chr7",140400000,141440000
"247","chr7",141440000,1.42e+08
"248","chr7",1.42e+08,142520000
"249","chr7",142520000,143240000
"250","chr7",143240000,143320000
"251","chr7",143320000,146400000
"252","chr7",146400000,147920000
"253","chr7",147920000,148200000
"254","chr7",148200000,149320000
"255","chr7",149320000,149440000
"256","chr7",149440000,150120000
"257","chr7",150120000,150560000
"258","chr7",150560000,151040000
"259","chr7",151040000,151640000
"260","chr7",151640000,152520000
"261","chr7",152520000,153800000
"262","chr7",153800000,154080000
"263","chr7",154080000,154440000
"264","chr7",154440000,154600000
"265","chr7",154600000,155160000
"266","chr7",155160000,155600000
"267","chr7",155600000,155960000
"268","chr7",155960000,156120000
"269","chr7",156120000,156680000
"270","chr7",156680000,157200000
"271","chr7",157200000,157560000
"272","chr7",157560000,157680000
"273","chr7",157680000,157840000
"274","chr7",157840000,158200000
"275","chr7",158200000,158680000
"276","chr7",158680000,158840000
"277","chr7",158840000,159080000
"278","chr7",159080000,159160000
"279","chr7",159160000,159160000
